,sales,Up_Revision,T2_prime,T3_prime,S1_prime,S2_prime,Pre_IPO_Price_Revision,Post_IPO_Initial_Return
53,689.7230000000001,7.142857142857142,0.0652282082598272,0.8830687112679242,0.005790021260234315,0.014655991314968109,0.0,1.0
54,107.462,0.0,0.06543550966991421,0.903155445688527,0.005089428529882216,0.007416024429256944,1.0,0.0
55,689.7230000000001,3.614457831325301,0.03459190594619037,0.8891401009872636,0.007687090210264526,0.005652272213429799,0.0,0.0
56,1.9,0.0,0.0559748427672956,0.9088050314465409,0.00943967928281317,0.005974842767295598,1.0,0.0
57,167.884,5.88235294117647,0.04437970564867012,0.8440030147214865,0.00469146078468465,0.005939994703189437,0.0,1.0
58,689.7230000000001,0.0,0.055823127379478005,0.9225723590660979,0.006329984863079675,0.013714967203339297,1.0,0.0
59,32.978,4.545454545454546,0.05294379356369568,0.9082752484057541,0.004745662168174403,0.006228681595728904,0.0,1.0
60,389.962,0.0,0.05804971319311664,0.9129636711281071,0.0076481835564053535,0.01277246653919694,1.0,1.0
61,689.7230000000001,0.0,0.048891912908242616,0.8880248833592534,0.005589035769828927,0.007873250388802489,1.0,1.0
62,107.462,0.0,0.050827966881324745,0.9491068136313823,0.0020699172033118675,0.008509659613615455,1.0,0.0
63,259.295,19.23076923076923,0.061365373590674566,0.8766959678960443,0.006807758455952609,0.013734951270781578,0.0,1.0
64,311.502,19.23076923076923,0.05186308146493258,0.8937205776749382,0.006063991063592117,0.010133248224686827,0.0,1.0
65,92.478,0.0,0.053400406307439294,0.8914578697881397,0.0031924155944664796,0.005417432523943117,0.0,1.0
66,75.436,16.27906976744186,0.04993173395748001,0.8976009362200117,0.0031207333723425007,0.009882322345751251,0.0,1.0
67,176.624,18.181818181818183,0.050940364804838864,0.9006710140818448,0.00302428881958227,0.00954541158680654,0.0,1.0
68,311.709,0.0,0.0504453735684421,0.8945646246137066,0.006998727504090165,0.008998363933830213,1.0,1.0
69,213.672,17.647058823529413,0.039947466345627666,0.8959176972748166,0.00536281055050892,0.005691145890335997,0.0,1.0
70,60.169,0.0,0.05699262661670494,0.9132720899311012,0.0028405656956364076,0.007433820863048471,0.0,1.0
71,37.811,10.714285714285714,0.03733923385423869,0.8882588853547227,0.004148803761582077,0.006638086018531324,0.0,1.0
72,143.062,0.0,0.05273217899707668,0.9062289183719361,0.003710366539239937,0.012030582415111311,1.0,0.0
73,72.992,0.0,0.05198555956678701,0.8939530685920578,0.00351985559566787,0.0101985559566787,1.0,0.0
74,559.54,0.0,0.04493664146523267,0.898093919710361,0.006069641145777872,0.008518794590565435,0.0,0.0
75,689.7230000000001,10.0,0.04535452322738386,0.8451100244498777,0.003728606356968215,0.004706601466992665,0.0,1.0
76,22.65,0.0,0.05079294665631585,0.9212598425196851,0.0064322945547299545,0.011090163025396473,1.0,1.0
77,107.462,0.0,0.04359972908906197,0.9094988147646461,0.004232983406705046,0.0077886894683372844,1.0,0.0
78,107.462,0.0,0.0655388871156506,0.916374082349186,0.00744760080859666,0.007873177997659325,0.0,1.0
79,107.462,0.0,0.050206124852767965,0.9393404004711425,0.005153121319199058,0.007361601884570083,1.0,1.0
80,1.94,6.25,0.06063782003293906,0.8841143883814943,0.00943967928281317,0.01252682537305984,0.0,1.0
81,148.224,3.3333333333333335,0.04792583280955374,0.8838780641106222,0.004714016341923318,0.010370835952231301,0.0,1.0
82,689.7230000000001,0.0,0.05063385533184191,0.8530201342281879,0.00488441461595824,0.010328113348247576,1.0,1.0
83,24.568,3.0303030303030303,0.05585702915852688,0.9061572968670863,0.003907097894508357,0.0057159395123363,0.0,1.0
84,8.235,0.0,0.059260393538013934,0.9181532807595131,0.004211009876732256,0.009800168440395069,1.0,1.0
85,4.517,0.0,0.062170579779587926,0.9135122184954481,0.005749880210828941,0.010541447053186392,1.0,1.0
86,117.616,11.76470588235294,0.0400314657809632,0.8440030147214865,0.006030941351280483,0.008128660082160651,0.0,1.0
87,198.834,0.0,0.04488566858003199,0.8934788745647878,0.006963395125623412,0.009409993413004612,1.0,0.0
88,141.873,0.0,0.04953250222617987,0.8837377560106857,0.0036731967943009797,0.012466607301869992,1.0,1.0
89,218.29,0.0,0.05252011859381618,0.9118170266836086,0.002964845404489623,0.011181702668360865,1.0,1.0
90,21.873,13.333333333333334,0.04359925788497217,0.8835807050092764,0.005333951762523191,0.008928571428571428,0.0,1.0
91,95.623,0.0,0.05910790841922831,0.907963148773146,0.0032381647359299463,0.008255039678920004,1.0,0.0
92,0.367,0.0,0.06988113378907758,0.9317309634417289,0.00444354675823066,0.005857402544940416,0.0,0.0
93,14.798,5.555555555555555,0.04318604318604319,0.8677248677248677,0.007007007007007007,0.006721006721006721,0.0,1.0
94,64.482,19.23076923076923,0.04168620463284254,0.8440030147214865,0.006517865516271218,0.00515802307043046,0.0,1.0
95,96.107,13.333333333333334,0.05010376519418915,0.8483545804921435,0.003112955825674474,0.011414171360806405,0.0,0.0
96,12.231,9.090909090909092,0.0470362590190885,0.9222760069412732,0.002739976253539136,0.008402593844186684,0.0,1.0
97,689.7230000000001,0.0,0.056258576002439394,0.9048635462722976,0.006098490623570666,0.011129745388016466,1.0,0.0
98,689.7230000000001,19.23076923076923,0.06207004377736085,0.9102564102564102,0.006253908692933083,0.007608922243068585,0.0,1.0
99,107.462,0.0,0.057493188010899185,0.8967302452316076,0.0027247956403269754,0.005449591280653951,0.0,1.0
100,107.462,0.0,0.05424222797927461,0.9047927461139896,0.005505181347150259,0.008905440414507772,1.0,1.0
101,26.586,7.6923076923076925,0.06373445501097294,0.8966715435259692,0.003566203365032919,0.008412582297000731,0.0,1.0
102,22.488,0.0,0.05893488137304392,0.8975265017667845,0.007950530035335688,0.009843513377082282,0.0,0.0
103,232.947,8.333333333333332,0.047240994685388095,0.9179843842267568,0.004396037005445837,0.01102289875992389,0.0,1.0
104,107.462,0.0,0.03416979427256821,0.8840782875936809,0.005445624629320106,0.008626732086051652,0.0,0.0
105,38.563,0.0,0.04956468611577822,0.8440030147214865,0.00435313884221781,0.007560714831220406,1.0,1.0
106,293.605,0.0,0.06082373443277936,0.9053853019934544,0.005100522803587367,0.008585880052705403,1.0,0.0
107,113.311,0.0,0.048302800242064146,0.901358860097926,0.005391428728613082,0.015853571672162697,1.0,0.0
108,160.871,0.0,0.061326291079812204,0.8543622848200313,0.003129890453834116,0.008900625978090767,0.0,0.0
109,689.7230000000001,0.0,0.06988113378907758,0.90505079006772,0.00416196388261851,0.01163939051918736,1.0,1.0
110,348.869,5.555555555555555,0.06263858093126386,0.879249815225425,0.004249815225424981,0.008592017738359202,0.0,1.0
111,107.462,0.0,0.04756380510440835,0.9099961330239753,0.00705723124516628,0.009377416860015468,1.0,1.0
112,689.7230000000001,0.0,0.05913686639071724,0.9043224536879962,0.008990975096695393,0.015853571672162697,1.0,0.0
113,107.462,0.0,0.05087707942261635,0.890672535439187,0.005307786911774225,0.009450449867305328,1.0,1.0
114,371.445,7.142857142857142,0.04498567335243553,0.8619866284622731,0.00792741165234002,0.011556829035339064,0.0,1.0
115,6.616,0.0,0.05064141722663409,0.911484422724496,0.0064752596212583995,0.006414172266340868,1.0,1.0
116,689.7230000000001,0.0,0.0517750463503399,0.8976172491931608,0.009201400810272608,0.007484721554624734,0.0,0.0
117,506.305,12.5,0.05335228973361269,0.9063154744088596,0.006360371146363364,0.01556420233463035,0.0,1.0
118,8.678,6.666666666666667,0.06312900274473925,0.903476669716377,0.006404391582799634,0.00869167429094236,0.0,1.0
119,330.118,0.0,0.0518990073370738,0.8919939577039275,0.00927924039706517,0.008847647820457489,0.0,1.0
120,207.502,6.25,0.06197916666666667,0.8941840277777777,0.003125,0.009375,0.0,1.0
121,689.7230000000001,0.0,0.06988113378907758,0.9491068136313823,0.006348944591029024,0.015853571672162697,1.0,0.0
122,519.023,0.0,0.03933101835447523,0.8654241371979307,0.006165402877188009,0.005244135780596698,1.0,0.0
123,388.556,0.0,0.04560644780813839,0.8681934342441517,0.0057990957342244935,0.007863180656575585,1.0,1.0
124,100.181,4.166666666666666,0.05375661375661376,0.897636684303351,0.004514991181657848,0.01037037037037037,0.0,0.0
125,23.333,19.23076923076923,0.05209172833174591,0.9197010770019781,0.004176130119422668,0.01055022345959411,0.0,1.0
126,502.6,0.0,0.05147124188816784,0.8983020712952262,0.006311672148635435,0.009245266245888523,1.0,1.0
127,269.608,0.0,0.04934886908841672,0.8816997943797121,0.004295179346584419,0.01251999086132054,1.0,1.0
128,63.086,0.0,0.049747568033493415,0.91651274473587,0.004802364240857037,0.008250215490703115,1.0,1.0
129,107.462,0.0,0.06552706552706553,0.9025234025234026,0.007733007733007733,0.007529507529507529,1.0,1.0
130,32.179,9.090909090909092,0.05973615756224452,0.9156447417316983,0.005574136008918618,0.009011519881085098,0.0,1.0
131,14.344,6.666666666666667,0.05929003021148036,0.8890986908358509,0.00893756294058409,0.008559919436052367,0.0,1.0
132,33.873,12.5,0.0490211073722851,0.8841388803915571,0.002906087488528602,0.009024166411746712,0.0,1.0
133,378.525,7.6923076923076925,0.04926183737474184,0.8877839822534995,0.004054157423697698,0.011703511053315995,0.0,0.0
134,107.462,8.333333333333332,0.05685869769187465,0.9228748358040908,0.0046913116907487335,0.015853571672162697,0.0,1.0
135,107.462,0.0,0.06849680170575694,0.9168443496801706,0.003464818763326226,0.01199360341151386,1.0,1.0
136,320.732,5.88235294117647,0.048173636844891475,0.8939474148579495,0.003646844303276278,0.0075877889535909656,0.0,0.0
137,35.075,13.333333333333334,0.05339700455828088,0.8904927284566964,0.00379856739743868,0.005752116344692858,0.0,0.0
138,689.7230000000001,4.3478260869565215,0.05161567057477838,0.8834715470403203,0.004432370603374321,0.0087217615098656,0.0,1.0
139,2.056,0.0,0.04885381435550545,0.9015407741450583,0.002755856194413128,0.0080170362019291,1.0,1.0
140,164.044,0.0,0.05405600984152254,0.8918879803169549,0.0033287502713655113,0.011071712859107026,1.0,0.0
141,587.899,5.555555555555555,0.04837721984078383,0.8776280873647683,0.0076546233925290875,0.010614411104307001,0.0,0.0
142,32.82,0.0,0.04853703139286803,0.8894391953672661,0.0021334958854007926,0.015853571672162697,1.0,1.0
143,108.581,7.6923076923076925,0.050829767247677696,0.893852416240476,0.0062623943220958146,0.010019830915353304,0.0,0.0
144,16.87,0.0,0.05411531378382207,0.9310100580818813,0.003683241252302026,0.009774755631109222,1.0,0.0
145,0.493,0.0,0.050708553867167494,0.9148028000682944,0.004609868533378863,0.008878265323544477,1.0,0.0
146,50.556,16.666666666666664,0.05243234536082474,0.8726643041237113,0.006926546391752577,0.010228737113402062,0.0,0.0
147,18.324,7.142857142857142,0.04708118989040483,0.9089689107582196,0.006038917468127935,0.0074368150301945875,0.0,1.0
148,259.671,0.0,0.05330003188436603,0.9074290572855777,0.005951748326070783,0.00823679455840153,1.0,1.0
149,27.552,19.23076923076923,0.049853064651553314,0.9024979009235936,0.003988245172124265,0.0053526448362720405,0.0,1.0
150,76.588,0.0,0.04812474794999328,0.8440030147214865,0.00443608011829547,0.005108213469552359,0.0,0.0
151,157.198,7.6923076923076925,0.04540203327171904,0.9041127541589649,0.003927911275415897,0.006238447319778189,0.0,1.0
152,287.579,0.0,0.05154728789986092,0.879259388038943,0.00791029207232267,0.010083449235048678,1.0,1.0
153,689.7230000000001,0.0,0.045087992871463575,0.8757406994876364,0.006616172867008242,0.007551793272443752,0.0,1.0
154,198.29,0.0,0.051062243756988444,0.8777487886693999,0.0032799105478941485,0.008945210585165859,1.0,1.0
155,41.633,15.384615384615385,0.04802147544243388,0.8896400874925432,0.00457347385166037,0.005965400676078743,0.0,1.0
156,10.577,8.333333333333332,0.06211080951620629,0.9000479003672361,0.008622066102506785,0.007664058757783809,0.0,1.0
157,689.7230000000001,0.0,0.0464857067925518,0.9060451088381851,0.007277734067663257,0.015853571672162697,0.0,1.0
158,40.71,10.0,0.051667849538679915,0.8660752306600425,0.0039034776437189495,0.006671398154719659,0.0,1.0
159,1.572,0.0,0.05242265032107414,0.9258610624635143,0.005253940455341506,0.004553415061295972,1.0,1.0
160,689.7230000000001,0.0,0.05291607396870555,0.8820768136557611,0.005049786628733997,0.005405405405405406,1.0,0.0
161,105.311,0.0,0.04935934769947583,0.8961488060570763,0.004331683168316832,0.006479324403028538,1.0,0.0
162,46.434,19.23076923076923,0.05046683837733419,0.8955247907276239,0.0029781068898905344,0.007244043786220219,0.0,1.0
163,243.446,0.0,0.04343779087806392,0.8954390319578033,0.0069293618781673385,0.007136208501396215,0.0,1.0
164,304.558,0.0,0.05192441054091539,0.8651178918169209,0.0054611650485436895,0.009968793342579751,0.0,0.0
165,256.445,0.0,0.0543515316807091,0.8814591145960162,0.0023864023766619587,0.003555252520333122,1.0,1.0
166,689.7230000000001,0.0,0.06058363779309069,0.9065809554640891,0.008971928039587476,0.01072931600610461,1.0,1.0
167,83.658,8.333333333333332,0.05866743582347851,0.8961061436400346,0.0043841938275165845,0.011248918373233344,0.0,1.0
168,33.047,19.23076923076923,0.062033663022731216,0.9108103418358494,0.003990976921742148,0.008068714211348256,0.0,1.0
169,689.7230000000001,6.666666666666667,0.04932392210221958,0.886554979164895,0.003911897270176035,0.004932392210221958,0.0,1.0
170,289.041,5.88235294117647,0.059654631083202514,0.9316457352171638,0.004513343799058085,0.007980115122972265,0.0,1.0
171,111.643,0.0,0.04927549912682305,0.8673715013923632,0.002123943927880304,0.009062160758955964,0.0,1.0
172,32.539,0.0,0.048027324689809005,0.84929597100237,0.004182350480970306,0.006691760769552488,0.0,0.0
173,107.462,13.333333333333334,0.05294039793532448,0.9050602197026514,0.004191114836546521,0.007279304716107116,0.0,1.0
174,0.099,0.0,0.04855313285239524,0.8793872092080732,0.004133906136013618,0.01037529383156359,1.0,0.0
175,359.683,13.333333333333334,0.047876447876447875,0.8653281853281853,0.003861003861003861,0.006177606177606178,0.0,1.0
176,577.135,11.76470588235294,0.04867678322703614,0.8980280038120373,0.006964298805072942,0.015853571672162697,0.0,1.0
177,689.7230000000001,0.0,0.04646191431812233,0.9100863798970421,0.00943967928281317,0.012651601081930024,1.0,0.0
178,689.7230000000001,0.0,0.044654939106901215,0.8615890199110767,0.0036729170693988013,0.005316064179393002,1.0,0.0
179,689.7230000000001,5.0,0.04459551325628824,0.8535690006798097,0.006050305914343984,0.008089734874235215,0.0,1.0
180,107.462,0.0,0.0607890499194847,0.9178743961352657,0.004589371980676328,0.00821256038647343,1.0,1.0
181,418.983,0.0,0.04664287492737987,0.8950950286330815,0.006888538467922649,0.014358038011453233,1.0,0.0
182,689.7230000000001,18.75,0.04618398252090711,0.894296692533715,0.004821818729752129,0.006630000753409177,0.0,0.0
183,41.056,13.333333333333334,0.05088228184674885,0.9048827652888567,0.005922165820642978,0.011481750060430264,0.0,1.0
184,0.826,0.0,0.06988113378907758,0.8880181480717674,0.00943967928281317,0.009074035883687359,1.0,1.0
185,114.299,0.0,0.05065856129685917,0.9105032083755488,0.004660587639311043,0.006281661600810537,1.0,0.0
186,224.299,0.0,0.05096011816838995,0.8890940423436731,0.007385524372230428,0.009354997538158542,1.0,0.0
187,300.986,16.666666666666664,0.05251324875541995,0.9400995664043681,0.004576842781435683,0.0050586157057973345,0.0,1.0
188,56.547,18.51851851851852,0.05452421134622874,0.9129559911722706,0.0049331429313254575,0.006231338439568999,0.0,1.0
189,81.138,9.090909090909092,0.04388185654008439,0.8911392405063291,0.003978300180831827,0.00590717299578059,0.0,1.0
190,107.462,0.0,0.05884049610614364,0.9301990193250649,0.004038073262186328,0.008653014133256417,1.0,0.0
191,89.628,0.0,0.04552429667519182,0.8932806324110671,0.006975122064636131,0.0106951871657754,1.0,0.0
192,130.688,0.0,0.05866595231717118,0.915148673988749,0.0071658183766407715,0.005089740155371015,1.0,0.0
193,202.808,0.0,0.0524257899776572,0.8616342164060007,0.0033514203638684965,0.003830194701563996,0.0,1.0
194,13.737,0.0,0.054949190816710576,0.9270794128716597,0.005551373729770418,0.008656379375235227,1.0,1.0
195,689.7230000000001,0.0,0.06988113378907758,0.9491068136313823,0.008575197889182058,0.015853571672162697,1.0,0.0
196,689.7230000000001,0.0,0.05072414496498266,0.916910314816074,0.00625552458013191,0.011015162847623581,1.0,1.0
197,242.327,0.0,0.05455870297841334,0.9244011294289097,0.006375808361417251,0.007286638127334002,1.0,1.0
198,63.477,3.3333333333333335,0.04806242795069611,0.8440030147214865,0.006118648576749135,0.006473352842067926,0.0,0.0
199,71.348,9.523809523809524,0.05106445599921515,0.8440030147214865,0.004954380457176493,0.005935445894241146,0.0,1.0
200,689.7230000000001,6.896551724137931,0.05263157894736842,0.8440030147214865,0.005482456140350877,0.00652123730378578,0.0,1.0
201,45.802,0.0,0.05153818953323904,0.9072666195190948,0.004066478076379066,0.007867751060820367,1.0,1.0
202,149.523,0.0,0.05724896643542849,0.8571228365216172,0.004134258286034615,0.008058300049050521,1.0,1.0
203,358.574,0.0,0.04506193885668826,0.895442663939084,0.00431867257642914,0.00823957267871349,1.0,0.0
204,41.706,0.0,0.04709860515669344,0.9144979167924642,0.00943967928281317,0.005253305959785037,1.0,1.0
205,41.471,0.0,0.05455274769354192,0.9026073004412355,0.0032892097874047334,0.009546730846369835,1.0,1.0
206,77.924,0.0,0.054026152787336544,0.9096696490020647,0.004559532002752925,0.008516861665519614,1.0,1.0
207,334.528,0.0,0.05457290767903365,0.8440030147214865,0.007190106413574921,0.007765314926660914,1.0,1.0
208,103.988,14.285714285714285,0.050867323019221755,0.9097515236755743,0.004453820909517112,0.007735583684950774,0.0,1.0
209,35.414,6.25,0.05215379138483446,0.88875044499822,0.003381986472054112,0.005873976504093984,0.0,1.0
210,107.462,0.0,0.05245712638708748,0.90330018734688,0.0027381467070183023,0.010376134889753566,1.0,1.0
211,86.334,0.0,0.058430490216131455,0.8935024203995364,0.005658962296311448,0.012476989159337287,1.0,1.0
212,37.907,0.0,0.05297200847552136,0.9237203077952493,0.007193041150886584,0.008419761347161816,1.0,0.0
213,49.634,0.0,0.05921787709497207,0.888193668528864,0.0046927374301675975,0.010502793296089385,1.0,1.0
214,73.954,19.23076923076923,0.05323920876535039,0.8876387969703655,0.0050739024928303554,0.008235899698507243,0.0,1.0
215,689.7230000000001,0.0,0.047500397603774586,0.8696389757726767,0.005725494354026401,0.009542490590044002,1.0,0.0
216,41.419,10.526315789473683,0.0619935170178282,0.9080226904376013,0.009319286871961102,0.006888168557536467,0.0,1.0
217,78.706,6.25,0.05164056674123788,0.8939224459358688,0.005219985085756898,0.007736763609246831,0.0,1.0
218,48.672,0.0,0.042266551026308184,0.8440030147214865,0.0026019080659150044,0.009193408499566348,1.0,0.0
219,689.7230000000001,5.555555555555555,0.049132947976878616,0.9252093901144273,0.0065471275215288425,0.006193228736581338,0.0,1.0
220,689.7230000000001,19.23076923076923,0.05603898364079359,0.9053254437869822,0.006891750783153498,0.013087365123564218,0.0,0.0
221,345.997,0.0,0.05478406108327368,0.8874254354569315,0.005869720830350752,0.01092817943211644,1.0,0.0
222,36.216,11.76470588235294,0.04441858873451509,0.8492231880090343,0.004174936691533776,0.0075285743617822184,0.0,1.0
223,44.926,15.384615384615385,0.05192909280500521,0.9066388599235314,0.004657629475147723,0.010358011817865833,0.0,1.0
224,197.189,6.25,0.041761878496572376,0.9043416594437003,0.005358127807107399,0.006067291781577496,0.0,1.0
225,354.073,0.0,0.05434840924942325,0.8785879070765599,0.004023821020441011,0.008262245828638876,1.0,1.0
226,92.317,6.25,0.054114003515526914,0.8818950364108145,0.006235875115091655,0.009123629363020006,0.0,1.0
227,441.099,0.0,0.04719201170260128,0.8837372002798448,0.004642879857533549,0.009222158621128284,1.0,1.0
228,14.685,0.0,0.04708577246118605,0.8440030147214865,0.006235683379994909,0.009162636803257827,1.0,1.0
229,107.462,0.0,0.055074183976261126,0.9141839762611276,0.005934718100890208,0.009376854599406528,0.0,0.0
230,2.585,7.6923076923076925,0.05700356272267017,0.9017438589911869,0.00562535158447403,0.008250515657228577,0.0,1.0
231,79.367,13.333333333333334,0.04435405771838079,0.8535250823164827,0.004503195816385822,0.007214797598295564,0.0,1.0
232,262.843,0.0,0.05638297872340425,0.8743794326241134,0.004609929078014184,0.010372340425531914,1.0,0.0
233,689.7230000000001,0.0,0.05932674920016692,0.9201557935735151,0.006537766031436918,0.01394491584365002,1.0,1.0
234,48.063,11.11111111111111,0.04660966631041444,0.8950837192732455,0.005759410996318727,0.011103194394964969,0.0,1.0
235,58.015,0.0,0.055049801863553606,0.9118560565492128,0.004605333618935418,0.007497054728499518,1.0,0.0
236,397.06,0.0,0.0414004914004914,0.8551597051597052,0.0029484029484029483,0.004484029484029484,0.0,1.0
237,211.791,19.23076923076923,0.04940233977619532,0.9072990844354019,0.005722278738555442,0.008329094608341811,0.0,0.0
238,92.409,12.5,0.04183595036784891,0.8897551334138575,0.006258921708575821,0.009004062808828374,0.0,1.0
239,617.977,0.0,0.04770967318545741,0.9053025331408321,0.006037537734610842,0.007415671347945925,1.0,1.0
240,107.462,0.0,0.035192884076186794,0.8972251764478392,0.0047375036256405295,0.005607657352798994,1.0,0.0
241,16.396,7.142857142857142,0.05380513814832768,0.8923897237033447,0.005392632089190499,0.008482792050412021,0.0,1.0
242,689.7230000000001,5.88235294117647,0.06038487060384871,0.9039150630391506,0.0057067020570670205,0.011147976111479762,0.0,1.0
243,312.796,0.0,0.05457122608079376,0.8994409008583353,0.006614694070399244,0.00881959209386566,1.0,0.0
244,99.63,16.666666666666664,0.04145620890117221,0.9078433241208425,0.00943967928281317,0.007242923853997904,0.0,1.0
245,0.327,0.0,0.04558706599522926,0.8951762523191095,0.0063609859528226875,0.00596342433077127,1.0,0.0
246,689.7230000000001,0.0,0.0498793242156074,0.8876374363100027,0.008313220702601234,0.014481094127111826,1.0,1.0
