,Up_Revision,T1_prime,T2_prime,S1_prime,S2_prime,Positive_EPS_Dummy,Pre_IPO_Price_Revision,Post_IPO_Initial_Return
0,11.11111111111111,0.6404255319148936,0.054249547920433995,0.004874597059517258,0.009198836386508374,1.0,0.0,1.0
1,0.0,0.6447534766118836,0.0513950073421439,0.0032580763582966228,0.011104992657856094,0.0,1.0,0.0
2,0.0,0.6368159203980099,0.06176358798935766,0.011592550361079437,0.006271379703534778,0.0,1.0,0.0
3,0.0,0.5396341463414634,0.06162973725632643,0.00968640271219276,0.00714372200024216,0.0,1.0,1.0
4,5.0,0.5874125874125874,0.048550236008091704,0.004517869184086311,0.0100472016183412,1.0,0.0,1.0
5,0.0,0.6431372549019608,0.04528029334963053,0.003444635813100728,0.00533362964609145,1.0,0.0,1.0
6,0.0,0.7656565656565657,0.04429496128950374,0.005203706054067775,0.006726741972331514,0.0,1.0,1.0
7,0.0,0.8263473053892215,0.055852485301977554,0.004899340815962943,0.010689470871191877,0.0,1.0,0.0
8,0.0,0.5403225806451613,0.06190508337271316,0.003915479646256667,0.0083710254506177,0.0,1.0,1.0
9,0.0,0.5142857142857142,0.050251806437486314,0.00886796584190935,0.009853295379899277,1.0,1.0,0.0
10,0.0,0.5454545454545454,0.06651693158258466,0.005010366275051832,0.007083621285418107,0.0,1.0,1.0
11,6.666666666666667,0.6844660194174758,0.04518492672714585,0.00366364270760642,0.007501744591765527,1.0,0.0,1.0
12,8.695652173913043,0.5552884615384616,0.06873698163226662,0.0076690020829388375,0.01117212649119485,0.0,0.0,1.0
13,0.0,0.6089743589743589,0.048784414748027694,0.005259485858423228,0.013739065099554554,1.0,1.0,1.0
14,0.0,0.7047781569965871,0.03577334362253335,0.0054018300077169,0.005071105721530151,1.0,1.0,1.0
15,0.0,0.5204460966542751,0.05204460966542751,0.0055762081784386614,0.005111524163568773,1.0,0.0,1.0
16,0.0,0.6317135549872123,0.05325914149443561,0.006359300476947536,0.011835364776541247,1.0,1.0,1.0
17,0.0,0.6117424242424242,0.03869488014205386,0.003995264871263687,0.005548978987866233,1.0,1.0,1.0
18,12.5,0.521484375,0.03671687778158165,0.004450530640191715,0.0066757959602875725,1.0,0.0,1.0
19,0.0,0.6257928118393234,0.05564814143902616,0.0047822621549163105,0.009854358379827548,0.0,1.0,0.0
20,6.666666666666667,0.5972927241962775,0.04715333566189312,0.003981837233670974,0.005099545930841775,1.0,0.0,1.0
21,0.0,0.5340501792114696,0.04688689298218907,0.004414674988582737,0.014157405997868777,0.0,0.0,1.0
22,0.0,0.6048387096774194,0.058778509107607534,0.008878003979794888,0.00596969233124139,0.0,1.0,1.0
23,0.0,0.6996197718631179,0.05499360539472154,0.007324729682595047,0.005929543076386466,0.0,0.0,1.0
24,0.0,0.6023166023166023,0.057854406130268196,0.004597701149425287,0.010855683269476373,0.0,1.0,1.0
25,0.0,0.6753507014028056,0.057410964977094726,0.006723806709029112,0.0065021427515885915,1.0,1.0,1.0
26,5.263157894736842,0.6337760910815939,0.05391176862588298,0.0030654404904704785,0.012061841929894708,0.0,0.0,1.0
27,0.0,0.6801872074882995,0.04858255788790305,0.006762605496645748,0.008872538411599221,1.0,1.0,1.0
28,0.0,0.6972704714640199,0.051739813207703114,0.008513100256219522,0.008430448797421275,0.0,1.0,1.0
29,0.0,0.6539792387543253,0.05220314988497611,0.004777915413201203,0.00513183507343833,1.0,1.0,0.0
30,8.333333333333332,0.6810176125244618,0.04766877572332453,0.004361447263345414,0.006081454634805578,0.0,0.0,1.0
31,0.0,0.5319148936170213,0.05367626502655857,0.006569751188146492,0.006569751188146492,1.0,1.0,1.0
32,54.285714285714285,0.5671641791044776,0.05592941528338567,0.00493494840735756,0.01114101988933752,0.0,0.0,1.0
33,0.0,0.7061855670103093,0.05553732567678425,0.004593929450369155,0.00951599671862182,0.0,0.0,0.0
34,8.108108108108109,0.5825,0.053774050320670945,0.0046373951652688705,0.00680809077454366,1.0,0.0,1.0
35,35.714285714285715,0.6307129798903108,0.05710211841390549,0.004073872895165671,0.010116784356328082,0.0,0.0,1.0
36,2.857142857142857,0.6539278131634819,0.047122471381527364,0.0050964403324447235,0.006664575819350792,0.0,0.0,1.0
37,16.666666666666664,0.577639751552795,0.04419746704574826,0.004523132592401137,0.007753941586973378,1.0,0.0,1.0
38,3.125,0.6485981308411215,0.05422955422955423,0.004563004563004563,0.004914004914004914,1.0,0.0,1.0
39,21.428571428571427,0.7517482517482518,0.052843888664784185,0.004840661557079467,0.008298276954993373,1.0,0.0,1.0
40,0.0,0.598159509202454,0.0461324570273003,0.0037917087967644083,0.008594539939332659,1.0,1.0,1.0
41,23.52941176470588,0.6666666666666666,0.049263450042698546,0.005924423569598634,0.01430401366353544,1.0,0.0,1.0
42,0.0,0.5700197238658777,0.05622393326916907,0.006336220725056144,0.01122874558870709,0.0,1.0,1.0
43,0.0,0.6581352833638026,0.04953631703242901,0.0032256206439721215,0.008985657508208053,0.0,1.0,0.0
44,0.0,0.6357142857142857,0.061957569913211184,0.004459980713596914,0.009281581485053038,0.0,1.0,1.0
45,22.22222222222222,0.687960687960688,0.049487365786711875,0.00403648986841043,0.006700573181561314,0.0,0.0,1.0
46,0.0,0.4663677130044843,0.05749163221106517,0.0057097853908249655,0.011813349084465446,0.0,1.0,1.0
47,0.0,0.6096681096681097,0.057173107464266806,0.007789457762988732,0.01915853689278782,0.0,1.0,0.0
48,20.0,0.6203090507726269,0.053901437371663245,0.0034223134839151265,0.006416837782340862,0.0,0.0,1.0
49,0.0,0.6169354838709677,0.06184012066365008,0.007692307692307693,0.008144796380090498,0.0,1.0,1.0
50,0.0,0.5171232876712328,0.0582018927444795,0.005362776025236593,0.006309148264984227,0.0,1.0,0.0
51,13.333333333333334,0.6371951219512195,0.04011824324324324,0.006228885135135135,0.006228885135135135,1.0,0.0,1.0
52,0.0,0.6948775055679287,0.05476795506219072,0.006620302260264812,0.006553430520262137,0.0,1.0,0.0
53,7.142857142857142,0.55,0.0652282082598272,0.005790021260234315,0.014655991314968109,1.0,0.0,1.0
54,0.0,0.5767790262172284,0.06543550966991421,0.005089428529882216,0.007416024429256944,0.0,1.0,0.0
55,3.614457831325301,0.634453781512605,0.03459190594619037,0.007687090210264526,0.005652272213429799,1.0,0.0,0.0
56,0.0,0.5407407407407407,0.0559748427672956,0.00990566037735849,0.005974842767295598,0.0,1.0,0.0
57,5.88235294117647,0.717948717948718,0.04437970564867012,0.00469146078468465,0.005939994703189437,1.0,0.0,1.0
58,0.0,0.6360153256704981,0.055823127379478005,0.006329984863079675,0.013714967203339297,0.0,1.0,0.0
59,4.545454545454546,0.6051188299817185,0.05294379356369568,0.004745662168174403,0.006228681595728904,0.0,0.0,1.0
60,0.0,0.6189555125725339,0.05804971319311664,0.0076481835564053535,0.01277246653919694,0.0,1.0,1.0
61,0.0,0.740506329113924,0.048891912908242616,0.005589035769828927,0.007873250388802489,0.0,1.0,1.0
62,0.0,0.5555555555555556,0.050827966881324745,0.0020699172033118675,0.008509659613615455,0.0,1.0,0.0
63,37.5,0.6894941634241245,0.061365373590674566,0.006807758455952609,0.013734951270781578,1.0,0.0,1.0
64,73.91304347826086,0.5328467153284672,0.05186308146493258,0.006063991063592117,0.010133248224686827,1.0,0.0,1.0
65,0.0,0.6185567010309279,0.053400406307439294,0.0031924155944664796,0.005417432523943117,0.0,0.0,1.0
66,16.27906976744186,0.5841750841750841,0.04993173395748001,0.0031207333723425007,0.009882322345751251,0.0,0.0,1.0
67,18.181818181818183,0.6821705426356589,0.050940364804838864,0.00302428881958227,0.00954541158680654,1.0,0.0,1.0
68,0.0,0.5717344753747323,0.0504453735684421,0.006998727504090165,0.008998363933830213,1.0,1.0,1.0
69,17.647058823529413,0.601123595505618,0.039947466345627666,0.00536281055050892,0.005691145890335997,1.0,0.0,1.0
70,0.0,0.6365105008077544,0.05699262661670494,0.0028405656956364076,0.007433820863048471,0.0,0.0,1.0
71,10.714285714285714,0.6577181208053692,0.03733923385423869,0.004148803761582077,0.006638086018531324,0.0,0.0,1.0
72,0.0,0.6526946107784432,0.05273217899707668,0.003710366539239937,0.012030582415111311,1.0,1.0,0.0
73,0.0,0.5156576200417536,0.05198555956678701,0.00351985559566787,0.0101985559566787,1.0,1.0,0.0
74,0.0,0.5601023017902813,0.04493664146523267,0.006069641145777872,0.008518794590565435,1.0,0.0,0.0
75,10.0,0.7516059957173448,0.04535452322738386,0.003728606356968215,0.004706601466992665,1.0,0.0,1.0
76,0.0,0.528395061728395,0.05079294665631585,0.0064322945547299545,0.011090163025396473,0.0,1.0,1.0
