,prior_nasdaq_15day_returns,T2_prime,T3_prime,S1_prime,S2_prime,Positive_EPS_Dummy,Pre_IPO_Price_Revision,Post_IPO_Initial_Return
0,0.029074273483673547,0.054249547920433995,0.9088764840003145,0.004874597059517258,0.009198836386508374,1.0,0.0,1.0
1,-0.013351642245815755,0.0513950073421439,0.898724302496329,0.0032580763582966228,0.011104992657856094,0.0,1.0,0.0
2,0.02071500183158597,0.06176358798935766,0.9093500570125428,0.011592550361079437,0.006271379703534778,0.0,1.0,0.0
3,0.020023137256796594,0.06162973725632643,0.9170601767768495,0.00968640271219276,0.00714372200024216,0.0,1.0,1.0
4,-0.034894701316965815,0.048550236008091704,0.8884693189480782,0.004517869184086311,0.0100472016183412,1.0,0.0,1.0
5,-0.057556076660705446,0.04528029334963053,0.7741541196733152,0.003444635813100728,0.00533362964609145,1.0,0.0,1.0
6,0.004105524336536758,0.04429496128950374,0.8854550069805813,0.005203706054067775,0.006726741972331514,0.0,1.0,1.0
7,0.040619988496656566,0.055852485301977554,0.8957776590058792,0.004899340815962943,0.010689470871191877,0.0,1.0,0.0
8,-0.02931592628539684,0.06190508337271316,0.9088638358198879,0.003915479646256667,0.0083710254506177,0.0,1.0,1.0
9,-0.02492507736968316,0.050251806437486314,0.8875629516093716,0.00886796584190935,0.009853295379899277,1.0,1.0,0.0
10,0.015487112031121256,0.06651693158258466,0.8984105044920525,0.005010366275051832,0.007083621285418107,0.0,1.0,1.0
11,0.019731083271667373,0.04518492672714585,0.8658408932309839,0.00366364270760642,0.007501744591765527,1.0,0.0,1.0
12,-0.0063156046994000984,0.06873698163226662,0.9311683393296724,0.0076690020829388375,0.01117212649119485,0.0,0.0,1.0
13,0.023274685510332935,0.048784414748027694,0.8839693017764182,0.005259485858423228,0.013739065099554554,1.0,1.0,1.0
14,-0.08545458841445729,0.03577334362253335,0.8699151140998788,0.0054018300077169,0.005071105721530151,1.0,1.0,1.0
15,0.0002548563257563511,0.05204460966542751,0.8808859975216853,0.0055762081784386614,0.005111524163568773,1.0,0.0,1.0
16,-0.0063156046994000984,0.05325914149443561,0.8469351704645822,0.006359300476947536,0.011835364776541247,1.0,1.0,1.0
17,0.036830796877746964,0.03869488014205386,0.9197247706422018,0.003995264871263687,0.005548978987866233,1.0,1.0,1.0
18,-0.01269239188194706,0.03671687778158165,0.8720472440944882,0.004450530640191715,0.0066757959602875725,1.0,0.0,1.0
19,0.045262646375410436,0.05564814143902616,0.9057314687341497,0.0047822621549163105,0.009854358379827548,0.0,1.0,0.0
20,0.05404000937680397,0.04715333566189312,0.867481662591687,0.003981837233670974,0.005099545930841775,1.0,0.0,1.0
21,0.002545640136170962,0.04688689298218907,0.8964834830263358,0.004414674988582737,0.014157405997868777,0.0,0.0,1.0
22,0.03582773310561604,0.058778509107607534,0.9148936170212766,0.008878003979794888,0.00596969233124139,0.0,1.0,1.0
23,-0.0017460164572123166,0.05499360539472154,0.890942913614696,0.007324729682595047,0.005929543076386466,0.0,0.0,1.0
24,-0.003957877372461608,0.057854406130268196,0.8982120051085568,0.004597701149425287,0.010855683269476373,0.0,1.0,1.0
25,-0.037115500330326075,0.057410964977094726,0.9295108615339146,0.006723806709029112,0.0065021427515885915,1.0,1.0,1.0
26,0.025763708515827013,0.05391176862588298,0.0,0.0030654404904704785,0.012061841929894708,0.0,0.0,1.0
27,0.035642375510738435,0.04858255788790305,0.892447522181346,0.006762605496645748,0.008872538411599221,1.0,1.0,1.0
28,-0.015947285678912314,0.051739813207703114,0.9123068022150591,0.008513100256219522,0.008430448797421275,0.0,1.0,1.0
29,-0.037115500330326075,0.05220314988497611,0.8951807939597711,0.004777915413201203,0.00513183507343833,1.0,1.0,0.0
30,-0.03446512812118845,0.04766877572332453,0.852816512070766,0.004361447263345414,0.006081454634805578,0.0,0.0,1.0
31,0.02071500183158597,0.05367626502655857,0.8800670953312832,0.006569751188146492,0.006569751188146492,1.0,1.0,1.0
32,0.08509670457922383,0.05592941528338567,0.9222371766113354,0.00493494840735756,0.01114101988933752,0.0,0.0,1.0
33,0.016442651117707995,0.05553732567678425,0.9093519278096801,0.004593929450369155,0.00951599671862182,0.0,0.0,0.0
34,-0.012382727363617861,0.053774050320670945,0.8992599901332018,0.0046373951652688705,0.00680809077454366,1.0,0.0,1.0
35,0.05647474671864434,0.05710211841390549,0.9110537751222162,0.004073872895165671,0.010116784356328082,0.0,0.0,1.0
36,0.016234824406075828,0.047122471381527364,0.898463227222832,0.0050964403324447235,0.006664575819350792,0.0,0.0,1.0
37,0.036866889518440776,0.04419746704574826,0.8873093822693202,0.004523132592401137,0.007753941586973378,1.0,0.0,1.0
38,0.05699491838087051,0.05422955422955423,0.8725283725283726,0.004563004563004563,0.004914004914004914,1.0,0.0,1.0
39,0.004669618127058825,0.052843888664784185,0.8778885495303406,0.004840661557079467,0.008298276954993373,1.0,0.0,1.0
40,-0.019999416118981355,0.0461324570273003,0.8830889787664308,0.0037917087967644083,0.008594539939332659,1.0,1.0,1.0
41,0.02925670137266296,0.049263450042698546,0.9181255337318531,0.005924423569598634,0.01430401366353544,1.0,0.0,1.0
42,-0.006417682468154485,0.05622393326916907,0.902149502726981,0.006336220725056144,0.01122874558870709,0.0,1.0,1.0
43,-0.0008063218195906665,0.04953631703242901,0.837278958585335,0.0032256206439721215,0.008985657508208053,0.0,1.0,0.0
44,-0.004839837912175111,0.061957569913211184,0.8844021215043394,0.004459980713596914,0.009281581485053038,0.0,1.0,1.0
45,0.0283099533258931,0.049487365786711875,0.9146686041818035,0.00403648986841043,0.006700573181561314,0.0,0.0,1.0
46,0.0027190288727909386,0.05749163221106517,0.92537901161646,0.0057097853908249655,0.011813349084465446,0.0,1.0,1.0
47,-0.02246402239096419,0.057173107464266806,0.8965943179812952,0.007789457762988732,0.01915853689278782,0.0,1.0,0.0
48,0.03469512390660059,0.053901437371663245,0.8936516084873375,0.0034223134839151265,0.006416837782340862,0.0,0.0,1.0
49,0.015487112031121256,0.06184012066365008,0.8953242835595777,0.007692307692307693,0.008144796380090498,0.0,1.0,1.0
50,-0.05993323169635589,0.0582018927444795,0.911198738170347,0.005362776025236593,0.006309148264984227,0.0,1.0,0.0
51,0.002756461109020153,0.04011824324324324,0.8616976351351351,0.006228885135135135,0.006228885135135135,1.0,0.0,1.0
52,0.049754821648229856,0.05476795506219072,0.9025678748161027,0.006620302260264812,0.006553430520262137,0.0,1.0,0.0
53,0.059353423385064455,0.0652282082598272,0.8830687112679242,0.005790021260234315,0.014655991314968109,1.0,0.0,1.0
54,0.08987183041029774,0.06543550966991421,0.903155445688527,0.005089428529882216,0.007416024429256944,0.0,1.0,0.0
55,-0.01458233982616616,0.03459190594619037,0.8891401009872636,0.007687090210264526,0.005652272213429799,1.0,0.0,0.0
56,-0.02469393686831301,0.0559748427672956,0.9088050314465409,0.00990566037735849,0.005974842767295598,0.0,1.0,0.0
57,0.01929958934297418,0.04437970564867012,0.8353448602020355,0.00469146078468465,0.005939994703189437,1.0,0.0,1.0
58,0.00430373527330501,0.055823127379478005,0.9225723590660979,0.006329984863079675,0.013714967203339297,0.0,1.0,0.0
59,0.012708623146163443,0.05294379356369568,0.9082752484057541,0.004745662168174403,0.006228681595728904,0.0,0.0,1.0
60,0.002046754742247154,0.05804971319311664,0.9129636711281071,0.0076481835564053535,0.01277246653919694,0.0,1.0,1.0
61,-0.012062164680420817,0.048891912908242616,0.8880248833592534,0.005589035769828927,0.007873250388802489,0.0,1.0,1.0
62,0.04638015077402592,0.050827966881324745,0.9620515179392825,0.0020699172033118675,0.008509659613615455,0.0,1.0,0.0
63,0.050890498603735436,0.061365373590674566,0.8766959678960443,0.006807758455952609,0.013734951270781578,1.0,0.0,1.0
64,0.01076544990065678,0.05186308146493258,0.8937205776749382,0.006063991063592117,0.010133248224686827,1.0,0.0,1.0
65,0.00549637470275211,0.053400406307439294,0.8914578697881397,0.0031924155944664796,0.005417432523943117,0.0,0.0,1.0
66,0.019731083271667373,0.04993173395748001,0.8976009362200117,0.0031207333723425007,0.009882322345751251,0.0,0.0,1.0
67,-0.061579848740387674,0.050940364804838864,0.9006710140818448,0.00302428881958227,0.00954541158680654,1.0,0.0,1.0
68,0.03611721593918047,0.0504453735684421,0.8945646246137066,0.006998727504090165,0.008998363933830213,1.0,1.0,1.0
69,0.010983105662161895,0.039947466345627666,0.8959176972748166,0.00536281055050892,0.005691145890335997,1.0,0.0,1.0
70,0.051526532500396634,0.05699262661670494,0.9132720899311012,0.0028405656956364076,0.007433820863048471,0.0,0.0,1.0
71,0.018065909915302072,0.03733923385423869,0.8882588853547227,0.004148803761582077,0.006638086018531324,0.0,0.0,1.0
72,0.03228429921272611,0.05273217899707668,0.9062289183719361,0.003710366539239937,0.012030582415111311,1.0,1.0,0.0
73,-0.03834154622795221,0.05198555956678701,0.8939530685920578,0.00351985559566787,0.0101985559566787,1.0,1.0,0.0
